"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Start Time,Stop Time,Duration,FPS(Frame Per Second)
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 16)","(31, 41)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 16)","(31, 41)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 37)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 37)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 42)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(54, 47)","(33, 37)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(33, 22)","(54, 16)","(69, 25)","(69, 41)","(54, 47)","(33, 38)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(32, 17)","(34, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(31, 18)","(34, 43)","(47, 50)","(72, 46)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 16)","(30, 40)","(47, 50)","(71, 47)","(70, 21)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(54, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(54, 16)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(54, 16)","(69, 25)","(69, 41)","(50, 48)","(36, 41)",,,,
"(34, 22)","(50, 16)","(65, 22)","(70, 41)","(53, 47)","(36, 41)",,,,
"(32, 16)","(34, 43)","(48, 51)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(65, 22)","(70, 41)","(54, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 16)","(30, 40)","(47, 50)","(72, 46)","(69, 20)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(50, 48)","(33, 36)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 36)",,,,
"(31, 19)","(34, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 16)","(33, 43)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 16)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(54, 16)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(54, 16)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(31, 19)","(33, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(31, 19)","(33, 43)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(53, 47)","(33, 38)",,,,
"(31, 19)","(29, 41)","(47, 50)","(73, 44)","(68, 20)","(53, 13)",,,,
"(32, 17)","(34, 43)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(58, 18)","(69, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(34, 43)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 42)","(48, 47)","(36, 41)",,,,
"(32, 16)","(32, 42)","(47, 50)","(72, 48)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 42)","(48, 47)","(36, 41)",,,,
"(32, 16)","(31, 41)","(47, 50)","(72, 48)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 16)","(32, 42)","(47, 50)","(72, 48)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(68, 20)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(68, 20)","(53, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(31, 18)","(33, 43)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(69, 25)","(70, 40)","(46, 46)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(34, 22)","(50, 16)","(65, 22)","(69, 41)","(50, 48)","(33, 38)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(68, 20)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 42)","(53, 47)","(33, 38)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 38)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(50, 48)","(33, 36)",,,,
"(32, 18)","(34, 43)","(47, 50)","(72, 46)","(70, 21)","(53, 13)",,,,
"(34, 22)","(54, 16)","(68, 25)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(50, 48)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 43)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(70, 41)","(53, 47)","(33, 38)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(52, 16)","(65, 22)","(70, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(53, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 15)","(32, 42)","(47, 50)","(72, 46)","(71, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(53, 47)","(36, 41)",,,,
"(31, 19)","(34, 43)","(47, 50)","(73, 44)","(70, 21)","(53, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 42)","(49, 47)","(36, 41)",,,,
"(31, 19)","(30, 40)","(54, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(70, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(70, 21)","(54, 13)",,,,
"(34, 22)","(54, 16)","(68, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(34, 22)","(54, 16)","(68, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(34, 43)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(50, 48)","(33, 37)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 37)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 37)",,,,
"(34, 22)","(50, 16)","(69, 25)","(69, 41)","(53, 47)","(33, 38)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 41)","(54, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(54, 16)","(68, 25)","(69, 41)","(50, 48)","(33, 36)",,,,
"(32, 18)","(31, 41)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(68, 25)","(69, 41)","(50, 48)","(33, 36)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(31, 41)","(47, 50)","(72, 46)","(68, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 42)","(49, 47)","(36, 41)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 42)","(49, 47)","(36, 41)",,,,
"(32, 18)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(68, 20)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(53, 47)","(33, 37)",,,,
"(32, 16)","(31, 41)","(47, 50)","(71, 47)","(70, 21)","(53, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(72, 22)","(53, 13)",,,,
"(32, 18)","(32, 42)","(47, 50)","(72, 46)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(69, 20)","(53, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(53, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 48)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 41)","(54, 47)","(36, 41)",,,,
"(30, 19)","(32, 42)","(47, 50)","(73, 44)","(68, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(30, 19)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 42)","(50, 48)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(50, 48)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(45, 46)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(69, 20)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(54, 47)","(33, 37)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 41)","(54, 47)","(33, 37)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(30, 40)","(47, 50)","(71, 47)","(68, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(50, 48)","(36, 41)",,,,
"(34, 22)","(56, 17)","(68, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(71, 20)","(55, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(36, 41)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(69, 20)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(33, 43)","(47, 50)","(72, 46)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(54, 47)","(33, 37)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 37)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(53, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(69, 20)","(53, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(53, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(50, 16)","(69, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 15)","(32, 42)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 15)","(32, 42)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(33, 15)","(32, 42)","(47, 50)","(71, 47)","(71, 21)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(66, 22)","(69, 42)","(48, 47)","(36, 41)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(71, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(48, 47)","(36, 41)",,,,
"(31, 19)","(32, 42)","(47, 50)","(72, 46)","(71, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 41)","(53, 47)","(33, 37)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(31, 41)","(47, 50)","(72, 46)","(70, 21)","(53, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(31, 41)","(47, 50)","(72, 46)","(70, 21)","(53, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(54, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(71, 47)","(69, 20)","(54, 13)",,,,
"(34, 22)","(54, 16)","(67, 23)","(69, 42)","(53, 47)","(33, 38)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(68, 20)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(70, 41)","(53, 47)","(33, 38)",,,,
"(31, 19)","(34, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(65, 22)","(69, 42)","(48, 47)","(36, 41)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(50, 48)","(33, 37)",,,,
"(32, 16)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(46, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(58, 18)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(70, 27)","(69, 41)","(54, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 45)","(69, 20)","(54, 13)",,,,
"(34, 22)","(51, 16)","(66, 22)","(69, 41)","(53, 47)","(33, 38)",,,,
"(32, 18)","(32, 42)","(47, 50)","(73, 45)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(70, 40)","(48, 47)","(33, 38)",,,,
"(31, 19)","(33, 43)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(33, 38)",,,,
"(31, 19)","(33, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(65, 22)","(69, 42)","(48, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(32, 17)","(33, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(32, 17)","(33, 43)","(47, 50)","(73, 44)","(71, 21)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(68, 20)","(54, 13)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
"(34, 22)","(51, 16)","(70, 27)","(69, 42)","(54, 47)","(33, 38)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(53, 47)","(33, 38)",,,,
"(32, 17)","(32, 42)","(47, 50)","(73, 44)","(69, 20)","(54, 13)",,,,
"(32, 18)","(34, 43)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(70, 41)","(53, 47)","(33, 37)",,,,
"(33, 22)","(56, 17)","(70, 27)","(69, 42)","(49, 47)","(36, 41)",,,,
"(34, 22)","(50, 16)","(70, 27)","(69, 42)","(50, 48)","(33, 38)",,,,
"(31, 19)","(32, 42)","(47, 50)","(73, 44)","(70, 21)","(54, 13)",,,,
"(34, 22)","(56, 17)","(69, 25)","(69, 41)","(53, 47)","(36, 41)",,,,
"(32, 17)","(32, 42)","(47, 50)","(72, 46)","(70, 21)","(54, 13)",,,,
