"(x1,y1)","(x2,y2)","(x3,y3)","(x4,y4)","(x5,y5)","(x6,y6)",Center,Start Time,Stop Time,Duration,FPS,Red Warning,Orange Warning,Wind Warning
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 20)","(14, 46)","(30, 54)","(53, 48)","(50, 24)","(36, 17)","(32, 35)",,,,,,,
"(15, 27)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(24, 49)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(24, 49)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(24, 49)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(46, 25)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(46, 25)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(12, 23)","(14, 46)","(30, 54)","(53, 48)","(51, 25)","(36, 17)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 27)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(46, 25)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(48, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 27)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(34, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(46, 25)","(51, 45)","(34, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(25, 49)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(46, 25)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(46, 25)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(14, 27)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 27)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(46, 25)","(51, 45)","(25, 49)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(48, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(24, 49)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 29)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(13, 24)","(14, 46)","(30, 54)","(53, 48)","(51, 25)","(35, 17)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(35, 20)","(50, 29)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 29)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(12, 24)","(14, 46)","(29, 54)","(53, 48)","(50, 24)","(35, 17)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(13, 23)","(15, 47)","(29, 54)","(53, 48)","(51, 25)","(35, 17)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 29)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(31, 20)","(51, 30)","(51, 45)","(36, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(35, 51)","(17, 45)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 29)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(13, 24)","(14, 46)","(30, 54)","(53, 48)","(50, 24)","(35, 17)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 31)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 31)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(24, 49)","(14, 41)","(32, 35)",,,,,,,
"(12, 24)","(14, 46)","(29, 54)","(53, 48)","(50, 24)","(35, 17)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(47, 26)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(35, 20)","(50, 29)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 29)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(40, 22)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(32, 20)","(51, 31)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(35, 20)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(15, 26)","(38, 21)","(51, 30)","(51, 45)","(35, 51)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(35, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(35, 20)","(51, 30)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(50, 28)","(51, 45)","(26, 50)","(15, 43)","(32, 35)",,,,,,,
"(14, 28)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(32, 20)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(38, 21)","(51, 30)","(51, 45)","(26, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(15, 27)","(36, 20)","(51, 30)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
"(14, 28)","(36, 20)","(50, 28)","(51, 45)","(27, 50)","(14, 41)","(32, 35)",,,,,,,
